id,target_id,target_short_name,target_nation,applicant,abstract,invention_name
4076068,467,A&T Corp,Japan,사단법인 부산고등어식품전략사업단,"본 발명은 고등어 부산물과 비타민나무 열매를 포함하는 반려동물 사료 및 그 제조방법에 관한 것으로, 상세하게는 고등어 부산물, 비타민나무 열매, 물, 솔비톨, 인산나트륨, 감자전분, 베타글루칸을 포함하는 반려동물 사료 조성물 및 그 조성물을 포함하는 반려동물 사료의 제조방법에 관한 것이다.  본 발명은 고등어 부산물과 비타민나무 열매를 포함하는 반려동물 사료 및 그 제조방법을 제공함으로써 고등어를 포함하는 종래의 사료에 비해 비린내 저감 효과가 있으며, 고등어 부산물의 활용도가 높고, 항산화 활성이 우수하여 유통기한이 증가하는 효과가 있다.  또한, 사료 내 조지방, 조단백질, 칼슘, 휘발성염기태질소, 크롬, 카드뮴, 비소, 납, 셀레늄, 수은, 및 살모넬라 함량이 모두 사료관리법에 적합하며, 일반세균, 대장균과 같은 미생물이 검출되지 않아 사료의 안정성을 확보할 수 있는 효과가 있다.",고등어 부산물과 비타민나무 열매를 포함하는 반려동물 사료 및 그 제조방법
1703406,59284,VA Corp,South Korea,주식회사 어밸브,"본 발명은 기계학습을 이용하여 장소와 시간에 구애 받지 않고 작물의 최대생장을 이루어낼 수 있는 학습 방법을 제시하고 있으며, 기계학습을 이용한 작물의 최대생장 유도방법은 지도학습을 통해 보편적인 작물 데이터를 학습하고 강화학습을 통해 원하는 환경에서의 작물의 최대 생장을 이루어낼 수 있는 방법을 제공할 수 있다.",기계 학습을 이용한 작물의 최대 생장 구현 방법
2441398,17017,E Sell,Japan,폭스바겐 악티엔게젤샤프트,"본 발명은 특히 차량(1)에서 유저 인터페이스를 제공하기 위한 방법에 관한 것으로, 상기 방법에서 하나 이상의 그래픽 객체(100 - 120)가 접촉 감응면을 가진 디스플레이(2)에 디스플레이되고, 디스플레이(2)의 조작 영역(10)에 할당될 수 있는 조작 의도가 시선 방향으로 디스플레이(2)의 전방 공간에서 무접촉으로 검출되고, 조작 행위가 디스플레이(2)의 조작 영역(10) 내의 그래픽 객체들(100 - 120) 중 하나를 접촉함에 의해 실행된다. 본 발명에 따른 방법은, 3차원 그래픽 데이터가 디스플레이(2)의 조작 영역(10) 내의 그래픽 객체(100 -120)를 위해 계산되고, 조작 의도가 검출된 경우에, 조작 영역(10) 내의 그래픽 객체는, 디스플레이(2)의 평면 내에 평면적으로 인지할 수 있는 표시(100 - 120)로부터 입체적으로 인지할 수 있는 표시(100' - 120')로 변경됨으로써, 시각적으로 강조되는 것을 특징으로 한다. 또한, 본 발명은 유저 인터페이스를 제공하기 위한 연관된 장치(2, 3, 4) 및 상기 유저 인터페이스를 포함하는 차량(1)에 관한 것이다.",특히 차량에서 유저 인터페이스를 제공하기 위한 방법 및 장치
2248678,5983,BAS Corp,Japan,주식회사 레몬베이스,"인공지능 기반 채용 서비스 제공 방법, 장치 및 시스템이 개시된다. 상기 본 개시의 일 면에 따른 컴퓨팅 디바이스에 의해 수행되는, 인공지능 기반 채용 서비스 제공 방법은, 구성원 정보를 수신하는 단계; 상기 수신한 구성원 정보로부터 각 구성원에 대한 평가 데이터를 추출하는 단계; 상기 추출된 각 구성원에 대한 평가 데이터로부터 역량 데이터를 생성하는 단계; 인공지능 기반 상기 역량 데이터를 학습하는 단계; 상기 학습한 역량 데이터에 기초하여 대상 채용 지원자의 이력서 데이터를 분석하는 단계; 상기 분석된 대상 채용 지원자의 이력서 데이터에 대한 채용 서비스 데이터를 생성하는 단계; 및 상기 생성된 채용 서비스 데이터를 제공하는 단계; 를 포함하는 것을 특징으로 한다.","인공지능 기반 채용 서비스 제공 방법, 장치 및 시스템"
338836,14888,Dati,Brazil,가천대학교 산학협력단,"일측면인 하부면이 지면에 접촉되며 상부가 개방된 사각의 박스형상으로 형성된 하부케이스가 구비되며 상기 하부케이스 내부에 Z-stage가 구비되는 개괄제어부; 상기 개괄제어부의 상부에 위치되며 좌우측면에 적외선센서 및 음향센서가 구비되고 상부에 복수의 액츄에이터가 구비되며 상기 복수 개의 액츄에이터의 상부에 원기둥부재가 결합되어 압력센서가 위치되는 정밀제어부; 및 상기 정밀제어부의 복수개의 액츄에이터의 상부에 위치되어 메모리폼 재질로 형성되는 안착부; 를 포함하는 스마트베개가 자동으로 높이 조절되는 스마트베개가 개시된다. 본 발명의 일 측면에 따르면, 일측면이 지면에 접촉되며 사각의 박스형상으로 상부면이 개방된 하부케이스가 구비되며 상기 하부케이스 내부에 Z-stage가 구비되는 개괄제어부; 상기 개괄제어부의 상부에 위치되며 좌우측면에 적외선센서 및 음향센서가 구비되고 상부에 복수의 액츄에이터가 구비되며 상기 복수 개의 액츄에이터의 상부에 압력센서가 구비되는 정밀제어부; 및 상기 정밀제어부의 복수개의 액츄에이터의 상부에 위치되어 메모리폼 재질로 형성되는 안착부;를 포함하는 스마트베개가 제공될 수 있다.",스마트 베개
2393275,14888,Dati,Brazil,충북대학교 산학협력단,"본 발명은 전력 제어 시스템에 관한 것으로서, 전력 수요자에게 전력을 공급하되, 전력 수요자의 전기 사용량에 따라 전기료를 부과하는 전력 공급자, 상기 전력 공급자로부터 공급된 전력을 저장하는 메인 ESS, 시프트 가능 기기, 시프트 불가능 기기, 태양광을 전기에너지로 변환하여 전력을 생산하는 PV(Photovoltaics), 상기 메인 ESS와 상기 PV로부터 전달받은 전력을 상기 시프트 가능 기기와 상기 시프트 불가능 기기에 공급하기 위한 서브 ESS 및 서브 ESS 제어 시스템을 포함하여 이루어지며, 상기 메인 ESS와 계층 구조를 형성하는, 하나 이상의 서브 ESS 모듈 및 상기 메인 ESS와 각 서브 ESS로 이루어지는 계층적 ESS의 최적 SoC를 유지하되, 상기 전력 공급자로부터 공급되는 전력을 최소화하여 전기료가 최소화되도록 상기 전력 공급자, 상기 메인 ESS 및 상기 하나 이상의 서브 ESS 모듈을 제어하는 메인 ESS 제어 시스템을 포함한다. 본 발명에 의하면, 계층적 ESS(메인 ESS, 서브 ESS)을 이용하여 메인 ESS와 서브 ESS가 서로 충방전을 함으로써, 계층적 ESS의 최적 SoC를 유지할 수 있다는 효과가 있다.",계층적 ESS 기반 최적 SoC 제어를 통해 전기료를 최소화하는 전력 제어 시스템
235086,9250,C&G Hi Tech Co Ltd,South Korea,장안하이텍주식회사,"본 발명은 수량의 표시와 온도 표시가 인쇄된 2장의 필름의 상부에 각각 밀폐부를 융착하는 과정과, 밀폐부를 융착한 2개의 필름의 양쪽 가장자리를 융착하는 과정과, 가장자리를 융착한 필름의 하단부를 열어서 바닥필름을 융착하는 과정과, 밀폐부 상부와 하부에 절취선을 구성하는 이유식 팩의 제조방법에 있어서,  2차 절취선은 팩의 일부를 절취하도록 구성하는 이중절취선과, 팩의 가온 시 설정한 온도로 확인할 수 있도록 구성되는 온도표시 채색선과, 2차 절취선 아래 어느 한쪽에 손 가락을 삽입할 수 있는 관통구를 구성하는 이유식 팩과 그 팩을 이용한 팩의 제조방법에 관한 것이다.",이유식 팩과 그 이유식 팩의 제조방법
1561942,54819,SYSTEMS CO LTD,Japan,한화시스템 주식회사,"본 발명은 몸체부, 상기 몸체부에 설치되고, 내부에 수납공간을 갖는 보관부, 상기 수납공간을 개폐시키도록, 상기 몸체부에 결합되는 덮개부 및 상기 보관부에 설치되는 제1 자성체와, 상기 제1 자성체에 접촉할 수 있도록 상기 수납공간 내로 삽입 가능한 제2 자성체를 구비하는 전원부;를 포함하는 무인잠수정 및 전원 제어 방법에 관한 것이다.",무인잠수정 및 전원 제어 방법
2604874,21917,G Ace,Japan,주식회사 종근당,본 발명의 사쿠비트릴ㆍ발사르탄 칼슘염을 포함하는 약제학적 조성물은 콜로이드성 이산화규소와 선택적으로 마그네슘 무기염을 추가로 포함함으로써 종래 사쿠비트릴ㆍ발사르탄 나트륨염과 비교하여 낮은 흡습성을 가지면서도 용출율과 생체이용률이 우수하다.,사쿠비트릴ㆍ발사르탄 칼슘염을 포함하는 약제학적 조성물
872604,29881,JI Software Ltd,Ireland,베이징 시아오미 모바일 소프트웨어 컴퍼니 리미티드,"본 발명은 안테나 구조 및 이동 단말기에 관한다. 상기 안테나 구조는 제1 안테나와 제2 안테나를 포함하고; 제1 안테나는 제1 주파수 대역의 신호를 방사하는데 사용되고; 제2 안테나는 제2 주파수 대역의 신호를 방사하는데 사용되며, 제2 주파수 대역의 주파수는 제1 주파수 대역의 주파수보다 높고; 제2 안테나는 제1 안테나의 상방에 적층되어 설치된다. 본 발명의 실시예에 따른 기술 방안은 제2 안테나를 제1 안테나 위에 적층하여 설치함으로써 안테나의 공간 이용률을 향상시키고, 안테나의 비용을 절감하고, 안테나의 고 집성화를 구현하며, 안테나의 레이아웃이 더욱 유연하게 되도록 한다. 또한, 이동 단말기의 다른 하드웨어의 이용률이 증가하게 되어 전체적인 이동 단말기 시스템의 성능의 최적화가 편리하게 수행될 수 있다.",안테나 구조 및 이동 단말기
2887851,29376,ITE,Japan,도쿄엘렉트론가부시키가이샤,"부품 점수가 적고 간소한 구조임에도 불구하고, 기판에 휨 또는 뒤틀림이 있어도 안정적으로 진공 흡착하여 보지(保持)할 수 있는 기판 보지 장치를 제공하는 것이다. 흡인 통로(31)를 가지는 반송 암 본체(30)와, 기판을 진공 흡착하여 보지하는 흡착면(41)과 흡인구(42)를 가지는 흡착부(44)와, 흡인구와 연통하는 흡인 홀(45)이 형성되는 원통 형상의 장착부(43)를 구비하는 패드 본체(40)와, 패드 본체의 장착부가 이동 가능하게 삽입 가능한 삽입 홀(51)과, 흡인 홀과 흡인 통로에 연통하는 연통로(54)가 형성되고, 반송 암 본체(30)에 대하여 고정되는 패드 보지 부재(50)와, 패드 본체의 장착부에 형성되는 원호 형상의 외주 홈(46)과 패드 보지 부재의 삽입 홀에 형성되는 원호 형상의 내주 홈(55)의 사이에 개재되고, 탄성 변형 가능한 원형 단면의 O링(60)을 구비한다.",기판 보지 장치
1511379,52323,Solution Co Ltd,South Korea,주식회사 제이에스솔루션,"본 발명은 표적을 자동으로 인식하고 식별 및 추적하기 위한 장치 및 방법에 관한 것으로서, 특히 본 발명은 좌우 양안에 각각 해당하는 두 개의 비접촉식 다중 적외선 온도 센서를 이용하여 표적의 특징적인 온도를 자동으로 감지하여, 감지된 표적의 크기 및 거리를 정확히 식별하고, 식별된 표적의 이동을 추적할 수 있는 인공지능형 장치 및 방법을 제공한다.",표적 자동 식별과 추적 가능한 인공지능형 장치 및 방법
62950,1911,AI Technology Co Ltd,Thailand,주식회사 나노텍세라믹스|한국소재융합연구원,"본 발명은 우수한 내구성을 유지함과 동시에 내열성이 향상되어 경시변화에 따른 수축율이 현저히 낮아 변형이 거의 발생하지 않으므로, 고온 및 위생적인 환경에서 사용 가능한 효과가 있다.  또한, 본 발명은 사출 성형에 따른 조기 발포 및 분산 불량에 따른 외관에 무늬가 발생하는 문제점을 해결하여 사출 성형이 용이한 효과가 있다.",내열성이 향상된 경량 신발 제조용 조성물 및 이를 이용한 경량 신발
1521042,52606,Space. P Co,South Korea,한화에어로스페이스 주식회사,"본 발명의 일 실시예에 따른 델타 로봇 캘리브레이션 방법은, 베이스와, 상기 베이스에 설치되는 감속 모터와, 상기 감속 모터에 연결되는 액티브 암 및 상기 액티브 암에 연결되는 패시트 암을 포함하는 델타 로봇에 대한 캘리브레이션 방법이며, 일정 길이의 캘리브레이팅 바 및 상기 캘리브레이팅 바의 하단에 결합된 캘리브레이팅 이펙터를 포함하는 캘리브레이터를 상기 베이스에 결합하는 단계, 상기 패시브 암을 상기 캘리브레이팅 이펙터에 연결하는 단계, 상기 캘리브레이팅 이펙터의 하부면 및 측면을 촬영하는 단계, 상기 촬영된 상기 캘리브레이팅 이펙터의 이미지를 기초로 상기 캘리브레이터, 상기 감속 모터, 상기 액티브 암 및 상기 패시브 암 중 적어도 하나를 캘리브레이션하는 단계 및 상기 캘리브레이터를 제거하고 상기 패시브 암에 엔드 이펙터를 조립하는 단계를 포함한다.",델타 로봇 캘리브레이션 방법 및 델타 로봇 캘리브레이션 장치
734232,27052,IES Ltd,United Kingdom,아라까와 가가꾸 고교 가부시끼가이샤,"(과제)  활성 에너지선 경화성 수지조성물, 코팅제 키트, 경화물 및 적층물을 제공하는 것이다.  (해결수단)  본 개시는, (메타)아크릴로일기 함유 실리카 입자, 폴리(메타)아크릴레이트 및 α-히드록시디메틸아세토페논기 함유 광중합개시제를 포함하고, 상기 광중합개시제의 함유량은, 고형분 100질량%에 대하여 1질량% 이상인 활성 에너지선 경화성 수지조성물을 제공한다.","활성 에너지선 경화성 수지조성물, 코팅제 키트, 경화물 및 적층물"
1651091,58491,U&I Corp,South Korea,미쯔비시 케미컬 주식회사,"메타크릴산메틸과, 피루브산메틸 및 2-메틸부티르산메틸 중 적어도 하나의 화합물을 포함하는, 단량체 조성물.","단량체 조성물, 메타크릴계 수지 조성물 및 수지 성형체"
530806,19890,FACT Co Ltd,Japan,타이완 세미콘덕터 매뉴팩쳐링 컴퍼니 리미티드,"금속 게이트 교체 통합 체계와 관련하여, 본 개시는 주변 층들을 손상시키지 않으면서 높은 민감성의 습식 에칭 화학물질로 폴리실리콘 게이트 전극을 제거하는 것을 기술한다. 예컨대, 습식 에칭 화학물질은 입체 장애 아민 구조를 구비한 하나 이상의 알칼리성 용매, 수산화 테트라메틸암모늄(TMAH) 및 모노에탄올아민(MEA)을 포함한 버퍼 시스템, 하나 이상의 극성 용매, 및 물을 포함할 수 있다.",선택적 실리콘 에칭용 습식 에칭 화학물질
1150051,39677,NSC Co Ltd,Japan,주식회사 디엔솔루션즈,"본 발명은 사이클 가공시에 수치제어부에 의해 생성된 공구경로 중에서 비절삭 경로 구간을 최단경로로 선택하여 사이클 가공을 수행하도록 수치제어부의 가공프로그램의 공구경로를 변경하여 비절삭 시간을 감소시켜 최종적으로 전체 가공 시간을 단축하고, HMI부를 통해 입력된 가공프로그램과 이를 전달받아 공구경로를 형성하는 수치제어부에서 사이클 가공시에 공구경로 중에서 비절삭 경로 구간이 최단경로가 되도록 자동으로 공구경로를 계산하고, 이를 종래 공구경로와 비교하여 전체 가공시간이 단축되는 공구경로로 가공을 수행함에 따라 공작기계의 생산성을 향상시키며, 사용자의 만족도를 극대화할 수 있는 공작기계의 사이클 가공시 공구경로 변경장치 및 변경방법에 관한 것이다.",공작기계의 사이클 가공시 공구경로 변경장치
872178,29812,Jeisys Med Inc,South Korea,주식회사 제이시스메디칼,"본 개시는 지지판에 장착된 전극 지지대; 전극 지지대에 장착되고, 약액 전달 장치의 전극부와 전기적으로 연결된 고정 전극; 전극 지지대와 이격되어 장착되고, 로터리 축을 지지하는 축 지지대; 및 로터리 축에 의해 구동 모터와 연결되도록 마련된 로터리 전극; 을 포함하고, 로터리 전극이 고정 전극에 대향되고, 방전이 발생하면, 저장 장치에 충전된 펄스드 파워를 기 설정된 주기 동안 약액 전달 장치의 전극부로 전달하는 것을 특징으로 할 수 있다.",약액 전달 장치용 스위치 장치
3277944,40615,Oni Ltd,United Kingdom,삼성전자주식회사,"본 발명은 디스플레이장치에 관한 것으로서, 디스플레이부; 서버와 통신하는 통신부; 반려동물에 관한 정보를 획득할 수 있는 센서부; 및 제1화질값을 적용하여 컨텐츠를 상기 디스플레이부에 표시하고, 상기 제1화질값을 적용한 컨텐츠의 표시 중에 상기 센서부에 의해 획득된 상기 반려동물에 관한 객체정보를 상기 통신부를 통하여 상기 서버에 전송하고, 상기 서버로부터, 상기 객체정보에 기초하여 식별된 상기 반려동물에 대응하는 제2화질값을 수신하고, 상기 수신된 제2화질값을 적용하여 상기 컨텐츠를 상기 디스플레이부에 표시하는 프로세서를 포함할 수 있다",디스플레이장치 및 그 제어방법
1497993,51939,SNC Co Ltd,Japan,주식회사 휴온스엔|재단법인 진안홍삼연구소,본 발명은 효소전환법을 사용하여 홍삼농축액에서 진세노사이드 Rd의 함량을 증가시키는 방법에 관한 것이다. 본 발명에 따른 진세노사이드 Rd 함량이 증가된 홍삼 효소전환물의 제조방법은 홍삼농축액을 정제수에 가하여 희석액을 준비하는 단계; 상기 희석액을 50 내지 70℃로 가열하는 단계; 상기 가열된 희석액에 희석액 총 중량 대비 1 내지 50중량%의 효소를 첨가하는 단계; 상기 효소 첨가 희석액을 50 내지 70℃에서 2 내지 24시간 동안 숙성시키는 단계; 및 상기 숙성된 희석액을 90 내지 99℃에서 30분 내지 2시간 동안 불활성화시키는 단계를 포함한다. 본 발명의 방법은 홍삼농축액 중 진세노사이드 Rd의 함량을 2배 이상 증가시킬 수 있다.,진세노사이드 Rd 함량이 증가된 홍삼 효소전환물의 제조 방법
1808966,4807,Athenahealth Inc,United States,"athenahealth, Inc."," Methods and apparatus for generating a template for automatic data capture are described. The method comprises determining locations of a plurality of data fields in a first document, wherein the plurality of data fields are identified based, at least in part, on structured data associated with the first document, identifying at least one second document that includes the plurality of data fields in locations similar to those determined for the first document to produce a set of documents, determining locations of a plurality of anchorboxes describing common text elements of the set of documents, and generating the template, wherein the template describes locations of the plurality of anchorboxes and locations of the plurality of data fields. 
				",Document template auto discovery
1860245,25443,Hewlett Packard Enterprise,United States,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP," Examples describe mechanisms for maintaining consistent subscriber data on geo-redundant subscriber databases. In an example, a request to perform an operation related to subscriber data may be received on a subscriber database, wherein the subscriber database may be a geo-redundant deployment of a separate subscriber database. The connectivity status of a synchronization link between the subscriber database and the separate subscriber database may be determined. In response to the determination that the connectivity status of the synchronization link between the subscriber database and the separate subscriber database is disconnected, the request to perform the operation related to the subscriber data on the subscriber database may be denied. 
				",Maintaining consistent subscriber data on geo-redundant subscriber databases
7390788,40413,on,Japan,홍익대학교 산학협력단,도어 핸들 장치(100)가 제공된다. 상기 도어 핸들 장치(100)는 핸들 유닛(110); 및 상기 핸들 유닛(110)을 차량 도어(10)로부터 돌출 또는 매립시키도록 구성되는 매립/돌출 유닛(120)을 포함할 수 있다.,곡선형 도어 핸들 장치
1914359,39834,Nutanix Inc,United States,"Nutanix, Inc."," An apparatus may include a processor and a non-transitory, computer-readable memory comprising instructions which, when executed by the processor, cause the processor to determine that a first portion of a virtual machine (VM) to be migrated is dirty, determine that a second portion of the VM is dirty, and based on the first portion and the second portion being dirty, mark the first portion, the second portion, and a third portion of the VM as dirty. 
				",EFFICIENT VM LIVE MIGRATION
530334,19890,FACT Co Ltd,Japan,타이완 세미콘덕터 매뉴팩쳐링 컴퍼니 리미티드,"방법은, 반도체 기판으로부터 돌출된 핀 위에 더미 게이트 스택을 형성하는 단계, 더미 게이트 스택의 측벽들에 게이트 스페이서들을 형성하는 단계, 게이트 트렌치에 깔때기형 개구부를 형성하기 위해 게이트 스페이서들의 상부들을 트리밍하는 단계를 포함하는, 게이트 스페이서들 사이에 게이트 트렌치를 형성하는 단계, 및 게이트 트렌치 내에 금속 게이트 구조물을 형성하는 단계를 포함한다. 반도체 구조물은, 기판으로부터 돌출된 핀, 핀 위에 배치된 금속 게이트 구조물, 금속 게이트 구조물의 측벽들에 배치된 게이트 스페이서들 - 각각의 게이트 스페이서의 상면은 반도체 핀을 향해 각짐 - , 각각의 게이트 스페이서의 상면 위에 배치된 유전체층, 및 금속 게이트 구조물과 접촉하도록 게이트 스페이서들 사이에 배치된 전도성 피처 - 전도성 피처의 측벽들은 유전체층과 접촉함 - 를 포함한다.",금속 게이트 구조물들 및 전계 효과 트랜지스터들에 금속 게이트 구조물들을 제조하는 방법들
1820275,9863,Caribou Biosciences Inc,United States,"Caribou Biosciences, Inc."," The present disclosure provides engineered cross-type-nucleic-acid targeting nucleic acids and compositions thereof. Nucleic acid sequences encoding the engineered cross-type-nucleic-acid targeting nucleic acids, as well as expression cassettes, vectors and cells comprising such nucleic acid sequences, are described. Also, methods are disclosed for making and using the engineered cross-type-nucleic-acid targeting nucleic acids and compositions thereof. 
				",Engineered nucleic-acid targeting nucleic acids
1292982,44924,Q C M Inc,United States,퀄컴 인코포레이티드,"본 개시내용은 전력 소비 및 비용을 감소시키기 위해 메모리 클록보다 낮은 주파수에서 메모리 코어의 적어도 부분들을 동작시키는 것을 지원하는 메모리 시스템들을 위한 시스템들, 방법들, 및 디바이스들을 제공한다. 제1 양태에서, 메모리 제어기는 메모리 클록의 클록 사이클의 제1 부분에 대한 제1 메모리 동작을 스케줄링하기 위한 제1 코어를 포함하고, 메모리 클록의 클록 사이클의 제2 부분에 대한 제2 메모리 동작을 스케줄링하기 위한 제2 코어를 포함한다. 다른 양태들 및 특징들이 또한 청구되고 설명된다.",다중-코어 메모리 제어기
675922,25973,HOS,Japan,서울대학교병원,"본 발명은 전자의무기록(EMR) 시스템 기반 이미지 데이터 표시 방법에 있어서, 환자별 진료 경과 모니터링을 지원하기 위한 진료 경과 데이터 서비스 모드가 실행되면, 의료 서비스 타입별 기발행된 진료 서식을 EMR 화면 내 기설정된 영역별로 릴레이 표시하는 과정과, 상기 릴레이되어 표시된 진료 서식별 기등록된 이미지 데이터를 호출하고, 상기 호출된 이미지 데이터를 상기 EMR 화면 내 특정 아이템 화면 요청신호에 응답하여 기설정된 기준에 따라 항목화된 화면을 생성하여 표시하는 과정과, 상기 항목화된 화면에 표시된 복수의 이미지 데이터에 대한 보기 모드를 사용자 인터럽트에 따라 적응적으로 선택하여 표시하는 과정을 포함함을 특징으로 한다.",전자의무기록 시스템 기반 이미지 데이터 표시 방법 및 시스템
1066024,37851,nat Inc,Japan,주식회사 두한바이오|농업회사법인주식회사 네이처팜,"본 발명은 미배아, 쌀겨 및 콩류 유래 펩타이드를 사카로미케스(Saccharomyces)속 및 이사첸키아(Issatchenkia)속 미생물로 이루어진 군에서 선택된 어느 하나 또는 둘 이상의 미생물에 의해 발효시킨 발효물 및 이의 제조방법에 관한 것으로, 상기 발효물은 혈중 알코올 농도 및 알코올 구취를 감소시키는 알코올 내성 부여 효과와 함께 고농도의 피틴산을 함유하여 항산화 효과를 지니므로, 숙취방지용 식품, 알코올 구취방지용 식품 등에 널리 활용될 수 있다.","알코올 내성 부여를 위한 미배아, 쌀겨 및 콩류 유래 펩타이드를 사카로미케스속 또는 이사첸키아속 미생물에 의해 발효시킨 발효물 및 이의 제조방법"
1529984,53379,Stem Inc,United States,엘지 퓨얼 셀 시스템즈 인코포레이티드,"일부 실시예에 따르면, 본 발명는 각각 유틸리티 그리드에 전력을 공급할 수 있는, 연료 전지 및 터빈 발전기를 갖는 시스템, 및 이를 작동시키는 방법에 관한 것이다. 상기 시스템은 메인 AC 버스를 가지며 상기 AC 메인 버스는 유틸리티 그리드에 연결 가능하다. 연료 전지는 인버터를 통해 메인 AC 버스에 연결될 수 있다. 터빈 발전기는 일련의 인버터를 통해 메인 AC 버스에 연결될 수 있으며, 상기 인버터들 중 하나는 연료 전지를 메인 AC 버스에 연결시킨다. 시스템이 유틸리티 그리드로부터 분리되는 경우에, 연료 전지, 터빈 발전기 또는 둘 모두로부터 생성된 전력을 위한 부하를 제공하기 위해 하나 이상의 부하 뱅크가 제공될 수 있다. 추가 지원 시스템 및 백업 시스템이 제공될 수 있다.",연료 전지 전력 시스템용 AC 결합 전력전자 시스템
2241797,5713,b+m Informatik AG,Germany,현대모비스 주식회사,"본 발명은 펠티어 소자를 이용한 오토 디포그 장치 및 그 방법에 관한 것이다.  본 발명에 따른 펠티어 소자를 이용한 오토 디포그 장치는 차량 내부 및 외부의 온습도 정보를 수집하는 입력부와, 온습도 정보를 이용하여 오토 디포그 기능을 제공하는 프로그램이 저장된 메모리 및 프로그램을 실행시키는 프로세서를 포함하고, 프로세서는 온습도 정보 분석 결과에 따라 차량 윈도우에 배치된 펠티어 소자에 전원을 공급하도록 제어한다.",펠티어 소자를 이용한 오토 디포그 장치 및 그 방법
2019534,469,A+ Conferencing Ltd,United States,브랜슨울트라쉬홀나이더라숭데에머슨테크놀로지스게엠베하앤드코.오하게,"제 1 구성요소(3; 103)를 제 2 구성요소 또는 용접된 구성요소의 적층체(5; 105)에 용접하기 위한 진동 용접 장치(1; 100)는, 제 1 지지부(107)에 배치되는 진동 용접 헤드를 갖는 상부 도구(10; 110)인 제 1 도구(진동 용접 헤드는 사용시에 제 1 평면에서, 바람직하게는 제 1 축(X)을 따라서만 진동하고, 제 1 도구는 제 1 구성요소(3; 103)를 수용하는 역할을 함), 및 제 2 지지부(109)에 배치되는 하부 도구(12; 112)이고, 제 2 구성요소 또는 용접된 구성요소의 적층체(5; 105)를 수용하는 역할을 하는 제 2 도구를 포함하고, 제 1 지지부(107) 및 제 2 지지부(109)는 적어도 제 1 평면에 수직인 제 2 축선(Z)을 따라 초기 위치로부터 진동 용접 위치로 서로에 대해 이동 가능하고, 진동 용접 장치는 적어도 2개의 대향 배치되는 클램핑 기구(14; 114)를 포함하는 클램핑 장치를 포함하고, 각 클램핑 기구는 제 1 축선(X)을 따라 클램핑 위치와 개방 위치 사이에서 이동 가능한 클램핑 표면(16; 116)을 가지며, 클램핑 위치에서 적어도 제 1 축선(X)을 따르는 제 2 구성요소 또는 용접된 구성요소의 적층체(5; 105)의 이동이 진동 용접 동안에 방해를 받게 된다",진동 용접 장치 및 진동 용접 방법
123289,3296,Ango Ai,Turkey,망고부스트코리아 주식회사,"본 개시의 실시예에 따른 서버 장치는, TOE 라이브러리(TCP/IP Offload Engine library)로 컨트롤 커맨드(control command) 및 데이터 커맨드(data command)를 후킹(hooking)하여, 상기 컨트롤 커맨드를 제1 패스(path)로 처리하고, 상기 데이터 커맨드를 상기 제1 패스와 다르고 상기 제1 패스와 TCP 세션에 대한 정보를 공유하는 제2 패스로 처리하는 호스트 장치(host device); 및 상기 컨트롤 커맨드 및 상기 데이터 커맨드를 수신하고 TCP 연산을 수행하여 TCP 패킷(TCP packet)을 생성하는 TOE 기반 네트워크 인터페이스 장치(network interface device);를 포함한다.","데이터 처리 효율을 향상시킬 수 있는 TOE 기반 네트워크 인터페이스 장치, 서버 장치 및 서버 장치의 동작 방법"
6523620,14888,Dati,Brazil,단국대학교 산학협력단,"본 발명은, 전기 전도성이 향상된 분해성 나노멤브레인 및 이의 제조방법에 관한 것이다.",전기 전도성이 향상된 분해성 나노멤브레인 및 이의 제조방법
1255746,41497,P&P Tech Ltd,United Kingdom,파워카본테크놀로지 (주),"전기 이중층 캐패시터 전극의 레이트 특성이나 플로트 특성을 향상시킬 수 있는 전기 이중층 캐패시터 전극용 활성탄, 및 그 제조 방법을 제공한다. 탄소 원료의 평균 입자 직경을 1㎛~15㎛로 조정하는 분쇄 공정과, 평균 입자 직경을 조정한 상기 탄소 원료를 알칼리 부활제와 혼합하여 혼합물을 얻는 혼합 공정과, 상기 혼합물을 불활성 가스 분위기하에서 가열함으로써 부활 처리하는 부활 처리 공정을 적어도 포함하고, 상기 부활 처리 공정이, 상기 불활성 가스에 수증기를 혼입한 분위기하에서 부활 처리하는 단계를 포함하는 전기 이중층 캐패시터 전극용 활성탄의 제조 방법.",전기 이중층 캐패시터 전극용 활성탄 및 그 제조 방법
